"screen_name";"name";"sub_category";"category";"ofstate";"numFollowers";"numFollowing"
"abekwok";"abekwok";"";"";"";0;0
"aberakov";"aberakov";"";"";"";0;0
"ABetterNY";"ABetterNY";"";"";"";0;0
"AbigailKMUW";"AbigailKMUW";"";"";"";0;0
"ability360";"ability360";"";"";"";0;0
"abimott";"abimott";"";"";"";0;0
"AbingtonPolice";"AbingtonPolice";"";"";"";0;0
"AbingtonSchools";"AbingtonSchools";"";"";"";0;0
"abmorgan";"abmorgan";"";"";"";0;0
"abowersock";"abowersock";"";"";"";0;0
"ABQJournal";"ABQJournal";"";"";"";0;0
"ABQJournalPhoto";"ABQJournalPhoto";"";"";"";0;0
"ABrindisi119";"ABrindisi119";"";"";"";0;0
"ABrininstool";"ABrininstool";"";"";"";0;0
"abrito2007";"abrito2007";"";"";"";0;0
"abroshar";"abroshar";"";"";"";0;0
"absforminute";"";"na";"general";"na";606;1951
"abtran";"abtran";"";"";"";0;0
"AC360";"AC360";"";"";"";0;0
"ACAResource";"ACAResource";"";"";"";0;0
"ACarmona8";"ACarmona8";"";"";"";0;0
"ACCTPhilly";"ACCTPhilly";"";"";"";0;0
"AceofSpadesHQ";"AceofSpadesHQ";"";"";"";0;0
"ACE_Fitzgerald";"ACE_Fitzgerald";"";"";"";0;0
"ackraemer";"ackraemer";"";"";"";0;0
"ACLUaz";"ACLUaz";"";"";"";0;0
"aclukansas";"aclukansas";"";"";"";0;0
"ACLUofAlaska";"ACLUofAlaska";"";"";"";0;0
"ACLUofMichigan";"ACLUofMichigan";"";"";"";0;0
"ACLUofWisconsin";"ACLUofWisconsin";"";"";"";0;0
"acluohio";"acluohio";"";"";"";0;0
"aclutn";"aclutn";"";"";"";0;0
"ACLU_NC";"ACLU_NC";"";"";"";0;0
"ACLU_VT";"ACLU_VT";"";"";"";0;0
"ACLU_WV";"ACLU_WV";"";"";"";0;0
"ACOGAction";"ACOGAction";"";"";"";0;0
"acoreynews";"acoreynews";"";"";"";0;0
"Acosta";"Acosta";"";"";"";0;0
"ACPressHuba";"ACPressHuba";"";"";"";0;0
"acquit808";"acquit808";"";"";"";0;0
"ACSCANCA";"ACSCANCA";"";"";"";0;0
"ACS_AZ";"ACS_AZ";"";"";"";0;0
"action3news";"action3news";"";"";"";0;0
"Action_NC";"Action_NC";"";"";"";0;0
"ActiveHeroes";"ActiveHeroes";"";"";"";0;0
"actv";"actv";"";"";"";0;0
"ACUConservative";"ACUConservative";"";"";"";0;0
"acurliss";"acurliss";"";"";"";0;0
"AdaCountyTARs";"AdaCountyTARs";"";"";"";0;0
"AdaElections";"AdaElections";"";"";"";0;0
"AdamAton";"AdamAton";"";"";"";0;0
"adambeam";"adambeam";"";"";"";0;0
"AdamBressler";"AdamBressler";"";"";"";0;0
"AdamDriggs";"AdamDriggs";"";"";"";0;0
"AdamEbbin";"AdamEbbin";"";"";"";0;0
"AdamGhassemi";"AdamGhassemi";"";"";"";0;0
"AdamGrayCA";"AdamGrayCA";"";"";"";0;0
"AdamHasner";"AdamHasner";"";"";"";0;0
"AdamHBeasley";"AdamHBeasley";"";"";"";0;0
"AdamKilgoreWP";"AdamKilgoreWP";"";"";"";0;0
"AdamKwasman";"AdamKwasman";"";"";"";0;0
"AdamLaxalt";"AdamLaxalt";"";"";"";0;0
"adamlevine";"adamlevine";"";"";"";0;0
"adamliptak";"adamliptak";"";"";"";0;0
"AdamLopezFalk";"AdamLopezFalk";"";"";"";0;0
"adammaytv";"adammaytv";"";"";"";0;0
"adamnagourney";"adamnagourney";"";"";"";0;0
"AdamNeylon";"AdamNeylon";"";"";"";0;0
"adampayne26";"adampayne26";"";"";"";0;0
"AdamPFarnsworth";"AdamPFarnsworth";"";"";"";0;0
"adampiper";"adampiper";"";"";"";0;0
"adamputnam";"adamputnam";"";"";"";0;0
"AdamSerwer";"AdamSerwer";"";"";"";0;0
"AdamSextonWMUR";"AdamSextonWMUR";"";"";"";0;0
"adamslily";"adamslily";"";"";"";0;0
"adamsmithtimes";"adamsmithtimes";"";"";"";0;0
"adamsstate";"adamsstate";"";"";"";0;0
"AdamVanOsdol";"AdamVanOsdol";"";"";"";0;0
"adamweber3";"adamweber3";"";"";"";0;0
"AdamWGME";"AdamWGME";"";"";"";0;0
"AdamWollner";"AdamWollner";"";"";"";0;0
"adamwren";"adamwren";"";"";"";0;0
"adamzemke";"adamzemke";"";"";"";0;0
"Adam_Morfeld";"Adam_Morfeld";"";"";"";0;0
"AdaptedForCold";"AdaptedForCold";"";"";"";0;0
"AddictionPolicy";"AddictionPolicy";"";"";"";0;0
"addycole";"addycole";"";"";"";0;0
"addyh";"addyh";"";"";"";0;0
"AdeCB2";"AdeCB2";"";"";"";0;0
"adesmar123";"adesmar123";"";"";"";0;0
"adey_i";"";"na";"general";"na";649;570
"adlerben";"adlerben";"";"";"";0;0
"AdmiralSarcasm";"AdmiralSarcasm";"";"";"";0;0
"adndotcom";"adndotcom";"";"";"";0;0
"ADNIditarod";"ADNIditarod";"";"";"";0;0
"ADongDM";"ADongDM";"";"";"";0;0
"AdoptionNetCle";"AdoptionNetCle";"";"";"";0;0
"ADP";"ADP";"";"";"";0;0
"adrian_gray";"adrian_gray";"";"";"";0;0
"Adrienne711";"Adrienne711";"";"";"";0;0
"adriparsonss";"adriparsonss";"";"";"";0;0
"AdultStem";"AdultStem";"";"";"";0;0
"AdvanceOhio";"AdvanceOhio";"";"";"";0;0
"advocate360";"advocate360";"";"";"";0;0
"adwolfson";"adwolfson";"";"";"";0;0
"ad_wilson";"ad_wilson";"";"";"";0;0
"aebradigan";"aebradigan";"";"";"";0;0
"aebrandenburger";"aebrandenburger";"";"";"";0;0
"aedurkinricher";"aedurkinricher";"";"";"";0;0
"aedwardslevy";"aedwardslevy";"";"";"";0;0
"aeg0707";"aeg0707";"";"";"";0;0
"aerodgers";"aerodgers";"";"";"";0;0
"AETV";"AETV";"";"";"";0;0
"AExercises";"";"na";"general";"na";1377;448
"AfAmDemocrats";"AfAmDemocrats";"";"";"";0;0
"AFAofIndiana";"AFAofIndiana";"";"";"";0;0
"AFCYRs";"AFCYRs";"";"";"";0;0
"AFLCIO";"AFLCIO";"";"";"";0;0
"AFLCIOCO";"AFLCIOCO";"";"";"";0;0
"AFMorrill";"AFMorrill";"";"";"";0;0
"AFPMichigan";"AFPMichigan";"";"";"";0;0
"AFPSCarolina";"AFPSCarolina";"";"";"";0;0
"AFPSD";"AFPSD";"";"";"";0;0
"AFRnet";"AFRnet";"";"";"";0;0
"afroamcivilwar";"afroamcivilwar";"";"";"";0;0
"AFSCMEMN5";"AFSCMEMN5";"";"";"";0;0
"AftertheBell";"AftertheBell";"";"";"";0;0
"AFTkansas";"AFTkansas";"";"";"";0;0
"aftmichigan";"aftmichigan";"";"";"";0;0
"AFTunion";"AFTunion";"";"";"";0;0
"AFTWV";"AFTWV";"";"";"";0;0
"AGAlanWilson";"AGAlanWilson";"";"";"";0;0
"agarre";"agarre";"";"";"";0;0
"agentvf";"agentvf";"";"";"";0;0
"AGJeffLandry";"AGJeffLandry";"";"";"";0;0
"AGJimHood";"AGJimHood";"";"";"";0;0
"AGKilmartin";"AGKilmartin";"";"";"";0;0
"AGMarkHerring";"AGMarkHerring";"";"";"";0;0
"AGOWA";"AGOWA";"";"";"";0;0
"AGPamBondi";"AGPamBondi";"";"";"";0;0
"AGSchneiderman";"AGSchneiderman";"";"";"";0;0
"AguilarFor32";"AguilarFor32";"";"";"";0;0
"AGWilson";"AGWilson";"";"";"";0;0
"agx25";"agx25";"";"";"";0;0
"AG_Conservative";"AG_Conservative";"";"";"";0;0
"AHAinPhoenix";"AHAinPhoenix";"";"";"";0;0
"AHAMetroJackson";"AHAMetroJackson";"";"";"";0;0
"AHCJ_Pia";"AHCJ_Pia";"";"";"";0;0
"ahernandez85a";"ahernandez85a";"";"";"";0;0
"AHIPCoverage";"AHIPCoverage";"";"";"";0;0
"ahstevens1";"ahstevens1";"";"";"";0;0
"AIARhodeIsland";"AIARhodeIsland";"";"";"";0;0
"AICAF_Ogr";"AICAF_Ogr";"";"";"";0;0
"aidenfiorenza";"aidenfiorenza";"";"";"";0;0
"aie2009";"aie2009";"";"";"";0;0
"Aikenbound";"Aikenbound";"";"";"";0;0
"aikenstandard";"aikenstandard";"";"";"";0;0
"Aileen_E_Cole";"Aileen_E_Cole";"";"";"";0;0
"AimeePatton11";"AimeePatton11";"";"";"";0;0
"aimeevancleave";"aimeevancleave";"";"";"";0;0
"aimee_ortiz";"aimee_ortiz";"";"";"";0;0
"Aine";"Aine";"";"";"";0;0
"airandspace";"airandspace";"";"";"";0;0
"Airbnb";"Airbnb";"";"";"";0;0
"airmailer";"airmailer";"";"";"";0;0
"ajc";"AJC";"na";"reporter";"Georgia";337593;58731
"ajcads";"ajcads";"";"";"";0;0
"AJCBreakdown";"AJCBreakdown";"";"";"";0;0
"ajcdeane";"ajcdeane";"";"";"";0;0
"ajcorchado";"ajcorchado";"";"";"";0;0
"AJCsports";"AJCsports";"";"";"";0;0
"AJFriesNH";"AJFriesNH";"";"";"";0;0
"ajjaffe";"ajjaffe";"";"";"";0;0
"AJKoski16";"AJKoski16";"";"";"";0;0
"ajost";"ajost";"";"";"";0;0
"ajoys1";"ajoys1";"";"";"";0;0
"ak2WorkDay";"ak2WorkDay";"";"";"";0;0
"akahnnyc";"akahnnyc";"";"";"";0;0
"akansaskid";"akansaskid";"";"";"";0;0
"akarl_smith";"akarl_smith";"";"";"";0;0
"akasorority1908";"akasorority1908";"";"";"";0;0
"AKateDugan";"AKateDugan";"";"";"";0;0
"akclee";"akclee";"";"";"";0;0
"AKearthquake";"AKearthquake";"";"";"";0;0
"AKEDUPDATE";"AKEDUPDATE";"";"";"";0;0
"akeefe";"akeefe";"";"";"";0;0
"akempe1";"akempe1";"";"";"";0;0
"akgop";"akgop";"";"";"";0;0
"AkGovBillWalker";"AkGovBillWalker";"";"";"";0;0
"AKGrindernews";"AKGrindernews";"";"";"";0;0
"AKheadlamp";"AKheadlamp";"";"";"";0;0
"akhoya87";"akhoya87";"";"";"";0;0
"AKIndDems";"AKIndDems";"";"";"";0;0
"AKittleman";"AKittleman";"";"";"";0;0
"akjasoncrees";"akjasoncrees";"";"";"";0;0
"AKMatty";"AKMatty";"";"";"";0;0
"AKNationalGuard";"AKNationalGuard";"";"";"";0;0
"akoseff";"akoseff";"";"";"";0;0
"akovac17";"akovac17";"";"";"";0;0
"akpolicyforum";"akpolicyforum";"";"";"";0;0
"AkQuixotic";"AkQuixotic";"";"";"";0;0
"akrietz";"akrietz";"";"";"";0;0
"aksarbent";"aksarbent";"";"";"";0;0
"akscojo";"akscojo";"";"";"";0;0
"AKSenateDems";"AKSenateDems";"democrat";"senate_group";"Alaska";1801;571
"AKSenMajority";"AKSenMajority";"na";"senate_group";"Alaska";2612;760
"AKShelleyHughes";"AKShelleyHughes";"";"";"";0;0
"akuchment";"akuchment";"";"";"";0;0
"AK_OK";"AK_OK";"";"";"";0;0
"Al3xCole";"Al3xCole";"";"";"";0;0
"AlabamaArise";"AlabamaArise";"";"";"";0;0
"AlabamaDeptofEd";"AlabamaDeptofEd";"";"";"";0;0
"AlabamaPolitics";"AlabamaPolitics";"";"";"";0;0
"alanagoodman";"alanagoodman";"";"";"";0;0
"alana_austin";"alana_austin";"";"";"";0;0
"alanblinder";"alanblinder";"";"";"";0;0
"AlanColmes";"AlanColmes";"";"";"";0;0
"alanfranklin";"alanfranklin";"";"";"";0;0
"AlanGrayson";"AlanGrayson";"";"";"";0;0
"AlanGreenblatt";"AlanGreenblatt";"";"";"";0;0
"alanhe";"alanhe";"";"";"";0;0
"alanjborsuk";"alanjborsuk";"";"";"";0;0
"alanmrogers";"alanmrogers";"";"";"";0;0
"AlanOstergren";"AlanOstergren";"";"";"";0;0
"AlanSalazarCO";"AlanSalazarCO";"";"";"";0;0
"AlanStockLV";"AlanStockLV";"";"";"";0;0
"AlanStockShow";"AlanStockShow";"";"";"";0;0
"AlanSuderman";"AlanSuderman";"";"";"";0;0
"alaopenmeetings";"alaopenmeetings";"";"";"";0;0
"ALarryRoss";"ALarryRoss";"";"";"";0;0
"AlaskaAFP";"AlaskaAFP";"";"";"";0;0
"AlaskaAir";"AlaskaAir";"";"";"";0;0
"alaskacommons";"alaskacommons";"";"";"";0;0
"AlaskaDemocrats";"AlaskaDemocrats";"";"";"";0;0
"alaskapressclub";"alaskapressclub";"";"";"";0;0
"alaskarobotics";"alaskarobotics";"";"";"";0;0
"alaskascott";"alaskascott";"";"";"";0;0
"AlaskaSeaLife";"AlaskaSeaLife";"";"";"";0;0
"AlaskasFuture";"AlaskasFuture";"";"";"";0;0
"AlaskaTopNews";"AlaskaTopNews";"";"";"";0;0
"Alaska_TOY";"Alaska_TOY";"";"";"";0;0
"albamonica";"albamonica";"";"";"";0;0
"AlbanMurtishi";"AlbanMurtishi";"";"";"";0;0
"AlbanyCountyGOP";"AlbanyCountyGOP";"";"";"";0;0
"AlbBizMarie";"AlbBizMarie";"";"";"";0;0
"AlBernstein";"AlBernstein";"";"";"";0;0
"AlbertBurneko";"AlbertBurneko";"";"";"";0;0
"AlbertCesare";"AlbertCesare";"";"";"";0;0
"AlbertZKovacs";"AlbertZKovacs";"";"";"";0;0
"ALCollegeDems";"ALCollegeDems";"";"";"";0;0
"aldaily";"aldaily";"";"";"";0;0
"aldfmedia";"aldfmedia";"";"";"";0;0
"aldotcom";"aldotcom";"";"";"";0;0
"AlecGarnett";"AlecGarnett";"";"";"";0;0
"ALEC_states";"ALEC_states";"";"";"";0;0
"Aled";"Aled";"";"";"";0;0
"alexahenning";"alexahenning";"";"";"";0;0
"AlexandraZayas";"AlexandraZayas";"";"";"";0;0
"alexavontobel";"alexavontobel";"";"";"";0;0
"AlexaWSOC9";"AlexaWSOC9";"";"";"";0;0
"alexburnsNYT";"alexburnsNYT";"";"";"";0;0
"AlexClearfield";"AlexClearfield";"";"";"";0;0
"AlexColvin8";"AlexColvin8";"";"";"";0;0
"AlexConant";"AlexConant";"";"";"";0;0
"AlexCVassar";"AlexCVassar";"";"";"";0;0
"alexdevereux94";"alexdevereux94";"";"";"";0;0
"alexdstuckey";"alexdstuckey";"";"";"";0;0
"alexeheath";"alexeheath";"";"";"";0;0
"AlexGangitano";"AlexGangitano";"";"";"";0;0
"AlexG_Reporter";"AlexG_Reporter";"";"";"";0;0
"AlexionPharma";"AlexionPharma";"";"";"";0;0
"AlexisinNH";"AlexisinNH";"";"";"";0;0
"alexis_levinson";"alexis_levinson";"";"";"";0;0
"AlexJamesFitz";"AlexJamesFitz";"";"";"";0;0
"AlexJewellaj";"AlexJewellaj";"";"";"";0;0
"alexjlockie";"alexjlockie";"";"";"";0;0
"alexjmonsour";"alexjmonsour";"";"";"";0;0
"AlexKingsbury";"AlexKingsbury";"";"";"";0;0
"AlexKnox4NHRep";"AlexKnox4NHRep";"";"";"";0;0
"AlexKoppelman";"AlexKoppelman";"";"";"";0;0
"AlexLucini";"AlexLucini";"";"";"";0;0
"alexmarban2";"alexmarban2";"";"";"";0;0
"AlexMcDaniel";"AlexMcDaniel";"";"";"";0;0
"AlexNBCNews";"AlexNBCNews";"";"";"";0;0
"AlexNightrasor";"AlexNightrasor";"";"";"";0;0
"AlexPadilla4CA";"AlexPadilla4CA";"";"";"";0;0
"AlexReimer1";"AlexReimer1";"";"";"";0;0
"AlexRoseNews";"AlexRoseNews";"";"";"";0;0
"AlexSachtjen";"AlexSachtjen";"";"";"";0;0
"AlexSanz";"AlexSanz";"";"";"";0;0
"alexschuman";"alexschuman";"";"";"";0;0
"Alexse123";"Alexse123";"";"";"";0;0
"alexsilbermanvt";"alexsilbermanvt";"";"";"";0;0
"alexstroman";"alexstroman";"";"";"";0;0
"alexteaton";"alexteaton";"";"";"";0;0
"alextrent4";"alextrent4";"";"";"";0;0
"AlexWitt";"AlexWitt";"";"";"";0;0
"AlexYoder";"AlexYoder";"";"";"";0;0
"alexyoun";"alexyoun";"";"";"";0;0
"alex_newmayer";"alex_newmayer";"";"";"";0;0
"Alex_Roarty";"Alex_Roarty";"";"";"";0;0
"alex_s_thomas";"alex_s_thomas";"";"";"";0;0
"ALforBernie";"ALforBernie";"";"";"";0;0
"alfranken";"alfranken";"";"";"";0;0
"AlfredLubrano";"AlfredLubrano";"";"";"";0;0
"ALGOP";"ALGOP";"";"";"";0;0
"AlGrafNY";"AlGrafNY";"";"";"";0;0
"AliaMalek";"AliaMalek";"";"";"";0;0
"aliarau";"aliarau";"na";"reporter";"AZ";5678;1910
"aliavalentine";"aliavalentine";"";"";"";0;0
"alibreland";"alibreland";"";"";"";0;0
"aliceforgykerr";"aliceforgykerr";"";"";"";0;0
"AliceJWilkerson";"AliceJWilkerson";"";"";"";0;0
"AliceOllstein";"AliceOllstein";"";"";"";0;0
"AlicePaulInstit";"AlicePaulInstit";"";"";"";0;0
"alicetweet";"alicetweet";"";"";"";0;0
"AliceZillah1";"AliceZillah1";"";"";"";0;0
"AliciaAdamczyk";"AliciaAdamczyk";"";"";"";0;0
"aliciabarefield";"aliciabarefield";"";"";"";0;0
"AliciaEmCee";"AliciaEmCee";"";"";"";0;0
"AliciaPetska";"AliciaPetska";"";"";"";0;0
"alidreith";"alidreith";"";"";"";0;0
"aliemalie";"aliemalie";"";"";"";0;0
"alierakieron";"alierakieron";"";"";"";0;0
"alipardo";"alipardo";"";"";"";0;0
"AlisaBaileyCCVB";"AlisaBaileyCCVB";"";"";"";0;0
"AlishaPina";"AlishaPina";"";"";"";0;0
"AliSherwood";"AliSherwood";"";"";"";0;0
"alisonannyoung";"alisonannyoung";"";"";"";0;0
"alisonkingNECN";"alisonkingNECN";"";"";"";0;0
"AlisonNoon";"AlisonNoon";"";"";"";0;0
"AlisynCamerota";"AlisynCamerota";"";"";"";0;0
"alivitali";"alivitali";"";"";"";0;0
"AliWatkins";"AliWatkins";"";"";"";0;0
"ALKTech";"ALKTech";"";"";"";0;0
"allahpundit";"allahpundit";"";"";"";0;0
"allencorbin";"allencorbin";"";"";"";0;0
"AllenWest";"AllenWest";"";"";"";0;0
"allenyoungnews";"allenyoungnews";"";"";"";0;0
"allen_alley";"allen_alley";"";"";"";0;0
"allen_tonya";"allen_tonya";"";"";"";0;0
"AllianceDefends";"AllianceDefends";"";"";"";0;0
"AllieSpillyards";"AllieSpillyards";"";"";"";0;0
"allinwithchris";"allinwithchris";"";"";"";0;0
"allisonamandar";"allisonamandar";"";"";"";0;0
"AllisonCNN";"AllisonCNN";"";"";"";0;0
"AllisonHTuthill";"AllisonHTuthill";"";"";"";0;0
"AllisonJoyBall";"AllisonJoyBall";"";"";"";0;0
"AllisonLCarter";"AllisonLCarter";"";"";"";0;0
"allisonsross";"allisonsross";"";"";"";0;0
"allisontant";"allisontant";"";"";"";0;0
"allisonwisk";"allisonwisk";"";"";"";0;0
"AllmanReport";"AllmanReport";"";"";"";0;0
"AllVetGroup";"AllVetGroup";"";"";"";0;0
"Allyboy8691";"Allyboy8691";"";"";"";0;0
"allylamport";"allylamport";"";"";"";0;0
"allymutnick";"allymutnick";"";"";"";0;0
"almabahman";"almabahman";"";"";"";0;0
