"tid";"screen_name"
"727135794134130689";"910Superstation"
"727156305669009409";"910Superstation"
"728225273284599808";"910Superstation"
"694602643201744900";"93101Dianne"
"687268351693971456";"93wibc"
"687271273127346176";"93wibc"
"690204492587999233";"93wibc"
"690206672996941824";"93wibc"
"690212595459059714";"93wibc"
"699596055583784964";"93wibc"
"699600248965066752";"93wibc"
"699600721575067648";"93wibc"
"702525425508093952";"93wibc"
"702533279866560513";"93wibc"
"702533939894865921";"93wibc"
"707263016941649921";"93wibc"
"726040101445201922";"93wibc"
"729660897493438464";"93wibc"
"729663495319457794";"93wibc"
"689797507883388930";"953MNC"
"719860253697769472";"953MNC"
"707727912829497344";"960ThePatriot"
"708037242741137408";"960ThePatriot"
"714967730810650624";"970wfla"
"714998495745159168";"970wfla"
"724344689223045120";"971FMTalk"
"691015002325528576";"9CoachG"
"689249551723573248";"9NEWS"
"690621375518642176";"9NEWSpolitics"
"690233700274020352";"9thDistrictNJ"
"692806441758035969";"9thDistrictNJ"
"700727659005804544";"9thDistrictNJ"
"702954437241868292";"9thDistrictNJ"
"701163532344164354";"9TheGallery"
"695691718805614592";"9thFloorAZ"
"695691840469786626";"9thFloorAZ"
"697558249977958400";"9to5Colorado"
"697558645400162304";"9to5Colorado"
"700089085075918848";"9to5Colorado"
"701899991183290369";"9to5Colorado"
"702606337251762176";"9to5Colorado"
"707672362074841088";"9to5Colorado"
"707674081319989248";"9to5Colorado"
"719619689656090624";"9to5Colorado"
"719917899276623873";"9to5Colorado"
"719951457580023808";"9to5Colorado"
"728692901178281984";"9to5Colorado"
"709586584560148480";"a"
"691746141206102016";"A2CHS"
"691746141206102016";"A2schools"
"691746141206102016";"A2SchoolsSuper"
"710928624841523202";"aaa11_NEO"
"692425865645408257";"AAAauto"
"692426014937501698";"AAAauto"
"718468944374272001";"AAAJ_LA"
"687054630178676736";"AAAnews"
"701170161089323008";"aaasshhleeyyyy"
"691698161883222016";"aabramson"
"719649313295433728";"AACAP"
"721030077677314048";"AACAP"
"686676968574615552";"AACNCDemparty"
"685997580535349249";"aacosta30"
"714951302854221824";"aaechighschools"
"687100177279131648";"AAF"
"722520403864727552";"aafp"
"702932205782372352";"aaja"
"714910378195554304";"AamerISmad"
"705047256156626945";"aamidway"
"729109521482850305";"AAPIforBernie"
"694571531247030272";"AAPPD"
"698920208040271872";"aaps"
"708697180543045632";"aapyles"
"719551238732443653";"aapyles"
"694334305086996480";"AaronBlake"
"694337730705108992";"AaronBlake"
"700498023294574592";"AaronBlake"
"710200775478255617";"AaronBlake"
"710201356292849665";"AaronBlake"
"724617950284668928";"AaronBlake"
"724676075448487936";"AaronBlake"
"724763555732426752";"AaronBlake"
"696696468799795205";"AaronBMacLean"
"718880388756537344";"aarondelay"
"685260960940986369";"AaronDFordNV"
"685514331396571137";"AaronDFordNV"
"686948290202435585";"AaronDFordNV"
"686950139206828033";"AaronDFordNV"
"687687520646135809";"AaronDFordNV"
"688490330652450816";"AaronDFordNV"
"688491345460080640";"AaronDFordNV"
"689164495847960576";"AaronDFordNV"
"690033670594416645";"AaronDFordNV"
"690815372530884608";"AaronDFordNV"
"697195973320118272";"AaronDFordNV"
"700550224213708800";"AaronDFordNV"
"702695549657481216";"AaronDFordNV"
"702926381399699457";"AaronDFordNV"
"702926572274061312";"AaronDFordNV"
"702932419096104961";"AaronDFordNV"
"702935499258728452";"AaronDFordNV"
"702953163087749120";"AaronDFordNV"
"702959798073954305";"AaronDFordNV"
"708047928519069696";"AaronDFordNV"
"708782776250540032";"AaronDFordNV"
"710141425686413314";"AaronDFordNV"
"716319671016816642";"AaronDFordNV"
"722523341983080449";"AaronDFordNV"
"726514838260842496";"AaronDFordNV"
"726514866979266561";"AaronDFordNV"
"719640176100773890";"AaronEmerson09"
"711241003303219205";"aaronflint"
"693876451880341504";"AaronHenricks"
"727267419496960000";"AaronLoweAL"
"700473231585759232";"aaronmartinj"
"699662079888924672";"AaronMehta"
"699662125048930304";"AaronMehta"
"720377167666765824";"AaronMehta"
"692213088356012032";"AaronMesh"
"686684148736651265";"AaronPBean"
"691608968230080514";"AaronPBean"
"694903557917691904";"AaronPBean"
"707991954915790849";"AaronPBean"
"686356552261894145";"AaronRodgers12"
"715244022659289088";"AaronRodgers12"
"717433134074183680";"AaronRodgers12"
"700513634472972288";"AARPadvocates"
"704442525629575168";"AARPAlaska"
"704744395489161216";"AARPAlaska"
"705080861520072705";"AARPAlaska"
"711276560095948801";"AARPAlaska"
"717072133336117248";"AARPAlaska"
"697559582344761344";"AARPCO"
"697560054531117056";"AARPCO"
"702636180815228928";"AARPCO"
"690240320563499010";"AARPCT"
"690250434028650497";"AARPCT"
"707314154256908288";"AARPCT"
"710083443061760000";"AARPCT"
"717711054655062018";"AARPCT"
"720364562583789568";"AARPCT"
"724956866992857090";"AARPCT"
"726580949669019648";"AARPCT"
"726581699975340032";"AARPCT"
"717711054655062018";"aarpfraudwatch"
"690961831867785216";"aarpia"
"701830539498512384";"AARPTX"
"700060900330512384";"AARPWY"
"687127938551136256";"AARSuccess"
"719936942444539905";"AAUW"
"719967180058726400";"AAUW"
"727666801115541505";"abbeyrd99"
"722833963035791360";"abbijacobson"
"711368955873468416";"abbydphillip"
"701142057692241920";"abbylski"
"705955733565734912";"AbbyTruth"
"685517653688070144";"AbbyWambach"
"685878378205941760";"AbbyWambach"
"685904845602172928";"AbbyWambach"
"688806298297724928";"AbbyWambach"
"703332234934231042";"AbbyWambach"
"684225934082232320";"ABC"
"685205769030078466";"ABC"
"686552289516105728";"ABC"
"686565549028044800";"ABC"
"687487183058423809";"ABC"
"688046436089384960";"ABC"
"689994418481405953";"ABC"
"695282549648703491";"ABC"
"695290295555080192";"ABC"
"695306158857302017";"ABC"
"695373472009101312";"ABC"
"695438804304293896";"ABC"
"695667497878433793";"ABC"
"695811655347769345";"ABC"
"695967403528871940";"ABC"
"696010079011614720";"ABC"
"696047991765880832";"ABC"
"696100905427542016";"ABC"
"696118414360838144";"ABC"
"696132603758436352";"ABC"
"696141688276799489";"ABC"
"696142517897547776";"ABC"
"696162019138002944";"ABC"
"696218684856074240";"ABC"
"697203643955679232";"ABC"
"697215557305810944";"ABC"
"702269383981174784";"ABC"
"704682395765710848";"ABC"
"713027407742177280";"ABC"
"714075020113240066";"ABC"
"719013443710222337";"ABC"
"720656490261049344";"ABC"
"723687614100860929";"ABC"
"728799773197619200";"ABC"
"700888919387328512";"ABC11_WTVD"
"689838488695508993";"ABC12WJRT"
"702675156276088833";"abc13houston"
"704343163561873408";"abc13houston"
"717785769239306241";"ABC22FOX45"
"712313935202889729";"ABC4Glen"
"701823162346901508";"abc4utah"
"701927341350453249";"abc4utah"
"703220175181512704";"abc4utah"
"710992626686758912";"abc4utah"
"712313935202889729";"abc4utah"
"692748742403948545";"ABC6"
"705121860510470148";"ABC6"
"710098291489435649";"ABC6"
"714893039454523393";"ABC6"
"723879577114673153";"ABC6"
"723917394649972736";"ABC6"
"698627272413040641";"abc7breaking"
"694928603205746688";"ABC7Chicago"
"726500880602656768";"abc7elex"
"695790778182823940";"abcnews"
"688896070307450880";"ABCNews4"
"684453515482234880";"ABCPolitics"
"684551213799583744";"ABCPolitics"
"686614390993465346";"ABCPolitics"
"695041517413666816";"ABCPolitics"
"695351070734692352";"ABCPolitics"
"696217877679108096";"ABCPolitics"
"696218405825810432";"ABCPolitics"
"696346322735988736";"ABCPolitics"
"698720090242453504";"ABCPolitics"
"699020497875435520";"ABCPolitics"
"702357785724452864";"ABCPolitics"
"705536915303505921";"ABCPolitics"
"707402913224728576";"ABCPolitics"
"708006704646991873";"ABCPolitics"
"711648973027586050";"ABCPolitics"
"712030781657362432";"ABCPolitics"
"712668573215264768";"ABCPolitics"
"714539424835629056";"ABCPolitics"
"714644777254256645";"ABCPolitics"
"721378226598117377";"ABCPolitics"
"722054238587789312";"ABCPolitics"
"722580953399443457";"ABCPolitics"
"723573413038698496";"ABCPolitics"
"723883417582985219";"ABCPolitics"
"725808611155300352";"ABCPolitics"
"727928507741917186";"ABCPolitics"
"684049211063570432";"abecker_4"
"690604895091630081";"abeckettwrn"
"700345928457330689";"abeckettwrn"
"700456648423288832";"abeckettwrn"
"702936959413587968";"abeckettwrn"
"709904663965859840";"abeckettwrn"
"715924187039150080";"abeckettwrn"
"719998824551284736";"abeckettwrn"
"724659623622373377";"abekwok"
"728217440350412801";"aberakov"
"719921708614971392";"ABetterNY"
"689627937495191552";"AbigailKMUW"
"695662283934953472";"ability360"
"708487538768351232";"abimott"
"705150496798068740";"AbingtonPolice"
"705150496798068740";"AbingtonSchools"
"705872054684426241";"abmorgan"
"706153543435198464";"abowersock"
"684488404436779008";"ABQJournal"
"684510288566079488";"ABQJournal"
"684805587830345728";"ABQJournal"
"684817071012626433";"ABQJournal"
"684821301135986688";"ABQJournal"
"684882132729122816";"ABQJournal"
"685286694044606464";"ABQJournal"
"685525793036869632";"ABQJournal"
"686322640445767680";"ABQJournal"
"686663040859635712";"ABQJournal"
"687019821288980480";"ABQJournal"
"687321559678062592";"ABQJournal"
"687392163886268417";"ABQJournal"
"687771184230871040";"ABQJournal"
"688054366851301376";"ABQJournal"
"688741085917528065";"ABQJournal"
"689150254776627202";"ABQJournal"
"689164090288128000";"ABQJournal"
"689507582277324800";"ABQJournal"
"689517743683440640";"ABQJournal"
"689560256838402048";"ABQJournal"
"689867685228752896";"ABQJournal"
"689873919960944640";"ABQJournal"
"689911710598098944";"ABQJournal"
"689940042551169024";"ABQJournal"
"689987380867141633";"ABQJournal"
"690227477868711938";"ABQJournal"
"690280430222766080";"ABQJournal"
"691028497272180738";"ABQJournal"
"691686752394719232";"ABQJournal"
"691719388676816897";"ABQJournal"
"691814376358158336";"ABQJournal"
"692006501074862080";"ABQJournal"
"692055915948695553";"ABQJournal"
"692066161916129280";"ABQJournal"
"692402487593168897";"ABQJournal"
"692421466697109504";"ABQJournal"
"692479364806606849";"ABQJournal"
"692527982586511360";"ABQJournal"
"692768913549950976";"ABQJournal"
"692775402746458112";"ABQJournal"
"692808445829906433";"ABQJournal"
"692815126458576897";"ABQJournal"
"692859823927394304";"ABQJournal"
"692887272211910659";"ABQJournal"
"693166422810230784";"ABQJournal"
"693171624523071490";"ABQJournal"
"694286601560522752";"ABQJournal"
"694563941016469504";"ABQJournal"
"694588969955098624";"ABQJournal"
"694595143022678016";"ABQJournal"
"694680137007177728";"ABQJournal"
"694942238061629441";"ABQJournal"
"694995677470851072";"ABQJournal"
"695315775788179456";"ABQJournal"
"695439549183307777";"ABQJournal"
"695660986708000769";"ABQJournal"
"695687694454648832";"ABQJournal"
"695702527191285761";"ABQJournal"
"695705712307998721";"ABQJournal"
"696041656903020545";"ABQJournal"
"696082416503422976";"ABQJournal"
"696092406685413376";"ABQJournal"
"696099342822699008";"ABQJournal"
"696730623713521664";"ABQJournal"
"696765094940659713";"ABQJournal"
"696786012987502592";"ABQJournal"
"697281456385593344";"ABQJournal"
"697282585416699908";"ABQJournal"
"697497140512198656";"ABQJournal"
"697500963251163136";"ABQJournal"
"697522332055707649";"ABQJournal"
"697531583897554944";"ABQJournal"
"697831344638853120";"ABQJournal"
"697859184151298048";"ABQJournal"
"697860063914909696";"ABQJournal"
"697868078911197184";"ABQJournal"
"697883181500882944";"ABQJournal"
"697909906985226240";"ABQJournal"
"697925258423115776";"ABQJournal"
"698207832278114304";"ABQJournal"
"698225134843359235";"ABQJournal"
"698291463193427968";"ABQJournal"
"698628411510517760";"ABQJournal"
"699002093579821057";"ABQJournal"
"699062169984339970";"ABQJournal"
"699271662097698817";"ABQJournal"
"699274358158548992";"ABQJournal"
"699296797114572804";"ABQJournal"
"699368307338522625";"ABQJournal"
"699380094557552640";"ABQJournal"
"699424612468158467";"ABQJournal"
"699658930251649024";"ABQJournal"
"699671951678177281";"ABQJournal"
"699742945902141440";"ABQJournal"
"699786889260191744";"ABQJournal"
"699804700560871427";"ABQJournal"
"700014846893424641";"ABQJournal"
"700028829352341504";"ABQJournal"
"700040345287942144";"ABQJournal"
"700043949591756800";"ABQJournal"
"700144109390950400";"ABQJournal"
"700154864475594753";"ABQJournal"
"700176720561704960";"ABQJournal"
"700222711138660352";"ABQJournal"
"700360153636302849";"ABQJournal"
"700366525740355585";"ABQJournal"
"700382272466227200";"ABQJournal"
"700753412317540352";"ABQJournal"
"700755132405841920";"ABQJournal"
"700757694030872576";"ABQJournal"
"701063584239857665";"ABQJournal"
"701822778358411265";"ABQJournal"
"701826125320749056";"ABQJournal"
"701855505757515776";"ABQJournal"
"702187304400453632";"ABQJournal"
"702195780765896705";"ABQJournal"
"702225050812854272";"ABQJournal"
"702573674793021440";"ABQJournal"
"702577867276754944";"ABQJournal"
"702914897416310784";"ABQJournal"
"702920113238908928";"ABQJournal"
"704423212390621185";"ABQJournal"
"704441982291091456";"ABQJournal"
"704728978049794048";"ABQJournal"
"704804223255318528";"ABQJournal"
"705097043790811136";"ABQJournal"
"705198336060428288";"ABQJournal"
"705257001853411328";"ABQJournal"
"705370972606435329";"ABQJournal"
"705394339631886336";"ABQJournal"
"705433258377375744";"ABQJournal"
"705464287121133568";"ABQJournal"
"705466598308491264";"ABQJournal"
"705473072040509440";"ABQJournal"
"705823382651056128";"ABQJournal"
"705825883701977088";"ABQJournal"
"705839090952867840";"ABQJournal"
"705922862343856128";"ABQJournal"
"706225016724021249";"ABQJournal"
"706985220117909504";"ABQJournal"
"707276079275216896";"ABQJournal"
"707313517985071105";"ABQJournal"
"707627512805756928";"ABQJournal"
"707651158785990656";"ABQJournal"
"707663684017893376";"ABQJournal"
"707672031337127936";"ABQJournal"
"707687822677770241";"ABQJournal"
"707735090969751553";"ABQJournal"
"708000558917898240";"ABQJournal"
"709456530509139972";"ABQJournal"
"709522844028260352";"ABQJournal"
"709757097588621312";"ABQJournal"
"710235000247951362";"ABQJournal"
"710507170471628804";"ABQJournal"
"710882821108158464";"ABQJournal"
"710900482319855616";"ABQJournal"
"710965948610510849";"ABQJournal"
"711000636871999489";"ABQJournal"
"712001390399193093";"ABQJournal"
"712038756975513600";"ABQJournal"
"712331743760519169";"ABQJournal"
"712418676998209537";"ABQJournal"
"712688068109557760";"ABQJournal"
"712690449937371140";"ABQJournal"
"712696827942871040";"ABQJournal"
"712778988297400320";"ABQJournal"
"713058838849523714";"ABQJournal"
"713463062183940096";"ABQJournal"
"714512222534250496";"ABQJournal"
"714914467423719425";"ABQJournal"
"714928703650680832";"ABQJournal"
"715894191264440321";"ABQJournal"
"715923054019395584";"ABQJournal"
"715974149311692800";"ABQJournal"
"716729303937880069";"ABQJournal"
"717014275269603330";"ABQJournal"
"717017786485121024";"ABQJournal"
"717106801976561664";"ABQJournal"
"717392629445492736";"ABQJournal"
"717399524327628801";"ABQJournal"
"717401194189074432";"ABQJournal"
"717454198619529216";"ABQJournal"
"717462192837173249";"ABQJournal"
"717484914375938049";"ABQJournal"
"717838764815491073";"ABQJournal"
"718115936255905792";"ABQJournal"
"718235422221078533";"ABQJournal"
"719581841804500993";"ABQJournal"
"719617828907712512";"ABQJournal"
"719932635561086976";"ABQJournal"
"719940235686064129";"ABQJournal"
"720014947380383744";"ABQJournal"
"720359245741301760";"ABQJournal"
"720407492346314752";"ABQJournal"
"721027726014951424";"ABQJournal"
"722521036374155264";"ABQJournal"
"722862152139153408";"ABQJournal"
"722898868665331712";"ABQJournal"
"723194653839753219";"ABQJournal"
"723197698153701376";"ABQJournal"
"723588973772214272";"ABQJournal"
"723617259562762240";"ABQJournal"
"724357191839277056";"ABQJournal"
"724649781105041410";"ABQJournal"
"724664590651400192";"ABQJournal"
"725008263364792320";"ABQJournal"
"725033791820017669";"ABQJournal"
"725089475609563136";"ABQJournal"
"725370843807666177";"ABQJournal"
"725391063909695489";"ABQJournal"
"729763509395857408";"ABQJournal"
"697871738944692224";"ABQJournalPhoto"
"684757460767404032";"ABrindisi119"
"709458148105408512";"ABrininstool"
"716452581468299264";"abrito2007"
"698665387366359040";"abroshar"
"698666138578743296";"abroshar"
"724596858119700480";"abtran"
"687665975412523009";"AC360"
"688057564014104576";"AC360"
"689292259276226561";"AC360"
"695412367136436225";"AC360"
"695810703542845440";"AC360"
"695817078884929536";"AC360"
"695981303460712448";"AC360"
"696030020372930560";"AC360"
"704379918222696449";"AC360"
"716085112610426880";"AC360"
"719697913346134017";"AC360"
"719705029142323202";"AC360"
"724684827040071682";"AC360"
"726246693759496192";"AC360"
"723162919530274816";"ACAResource"
"701242453332926464";"ACarmona8"
"690899004713013248";"ACCTPhilly"
"687275646561693698";"AceofSpadesHQ"
"718078263957065729";"ACE_Fitzgerald"
"718078689012031488";"ACE_Fitzgerald"
"718081285923729410";"ACE_Fitzgerald"
"705885172491821060";"ackraemer"
"692490383993995264";"ACLUaz"
"695662283934953472";"ACLUaz"
"700024935935254529";"ACLUaz"
"706984524396285952";"ACLUaz"
"715233539252326400";"ACLUaz"
"718570084936085504";"ACLUaz"
"725002143787286529";"aclukansas"
"725002463984668674";"aclukansas"
"726135809292783617";"ACLUofAlaska"
"728266531637878787";"ACLUofAlaska"
"712251074233536512";"ACLUofMichigan"
"713827727464394752";"ACLUofMichigan"
"713416183731466240";"ACLUofWisconsin"
"717787142278234112";"acluohio"
"702268889393184768";"aclutn"
"721710086016667648";"ACLU_NC"
"704370705165590528";"ACLU_VT"
"697849481967095808";"ACLU_WV"
"707607340237783040";"ACLU_WV"
"715219310004678656";"ACOGAction"
"715283948683845633";"ACOGAction"
"720378753688276997";"acoreynews"
"697574846839070721";"Acosta"
"711648623214272512";"Acosta"
"711986455321583617";"Acosta"
"717886849700773889";"Acosta"
"722787985503051776";"Acosta"
"720608631704563715";"ACPressHuba"
"707443386068901890";"acquit808"
"717461329267654657";"ACSCANCA"
"729842899370672128";"ACS_AZ"
"687396315186204672";"action3news"
"691796118624157697";"action3news"
"697161134634332161";"action3news"
"699436830119186432";"action3news"
"728415102597103616";"action3news"
"729004500845875200";"action3news"
"686711014650437632";"Action_NC"
"690178389454516224";"ActiveHeroes"
"690180356532768769";"ActiveHeroes"
"728369975803654144";"actv"
"685132101453230081";"ACUConservative"
"685134551916658689";"ACUConservative"
"685136696200007680";"ACUConservative"
"685137934136246272";"ACUConservative"
"685138120908652544";"ACUConservative"
"685140027035226112";"ACUConservative"
"685140649214107648";"ACUConservative"
"685141431632158720";"ACUConservative"
"685143800214327296";"ACUConservative"
"685158073732874240";"ACUConservative"
"718122418758397952";"ACUConservative"
"723620062435758080";"ACUConservative"
"716468812523110401";"acurliss"
"686311202843054080";"AdaCountyTARs"
"686599437993377792";"AdaCountyTARs"
"703066910548557825";"AdaCountyTARs"
"708105864054509568";"AdaCountyTARs"
"697199802472407042";"AdaElections"
"691601261095886848";"AdamAton"
"684047197097320448";"adambeam"
"698131966751858688";"adambeam"
"701515112436334597";"adambeam"
"703222231212691457";"adambeam"
"721053023108218884";"adambeam"
"693143934051205120";"AdamBressler"
"728675515364614144";"AdamDriggs"
"707344510158635008";"AdamEbbin"
"707647995357999105";"AdamEbbin"
"704438666756755458";"AdamGhassemi"
"686647360898793472";"AdamGrayCA"
"692431623284002816";"AdamGrayCA"
"701849439678300160";"AdamGrayCA"
"709499842167443456";"AdamHasner"
"696519702110150656";"AdamHBeasley"
"717470744892997632";"AdamKilgoreWP"
"717471155888590849";"AdamKilgoreWP"
"718955144931454976";"AdamKwasman"
"685241300208058369";"AdamLaxalt"
"685243889003835392";"AdamLaxalt"
"685293294130040833";"AdamLaxalt"
"686725550602207232";"AdamLaxalt"
"687086721884803073";"AdamLaxalt"
"687806659377246208";"AdamLaxalt"
"688444254792761344";"AdamLaxalt"
"695098545775378432";"AdamLaxalt"
"701600276948463617";"AdamLaxalt"
"701865412208660480";"AdamLaxalt"
"702158803744108544";"AdamLaxalt"
"710228044586160128";"AdamLaxalt"
"686665801361940480";"adamlevine"
"717556551200980992";"adamliptak"
"693901206192664578";"AdamLopezFalk"
"693902182999941129";"AdamLopezFalk"
"707334575085592577";"adammaytv"
"694367025892724736";"adamnagourney"
"715524204624359424";"adamnagourney"
"717531627409178626";"adamnagourney"
"697533464644550656";"AdamNeylon"
"704784625709797376";"adampayne26"
"705476540654456832";"AdamPFarnsworth"
"692915373587480577";"adampiper"
"686931498319134720";"adamputnam"
"698247712416751616";"adamputnam"
"714839963632689152";"adamputnam"
"714839977037733888";"adamputnam"
"714842049523032065";"adamputnam"
"708687552648118272";"AdamSerwer"
"695732289779736576";"AdamSextonWMUR"
"699599206093365248";"adamslily"
"701441402631168000";"adamslily"
"690681145567014913";"adamsmithtimes"
"700724911313014784";"adamsmithtimes"
"710111193738960896";"adamsmithtimes"
"711687915668119552";"adamsmithtimes"
"718059509680353280";"adamsmithtimes"
"687349056864038912";"adamsstate"
"692434388227887105";"AdamVanOsdol"
"715534204080111616";"AdamVanOsdol"
"695449775601156096";"adamweber3"
"706318641231433728";"AdamWGME"
"694502028488224768";"AdamWollner"
"700719362701967361";"adamwren"
"700886356138938368";"adamwren"
"691746141206102016";"adamzemke"
"686304576312590337";"Adam_Morfeld"
"687477663271800834";"Adam_Morfeld"
"689621004218273793";"Adam_Morfeld"
"692798216102887424";"Adam_Morfeld"
"697427518547218432";"Adam_Morfeld"
"702669969432059904";"Adam_Morfeld"
"709168681096339456";"Adam_Morfeld"
"709462069704138754";"Adam_Morfeld"
"712686326206705665";"Adam_Morfeld"
"714649790278053888";"Adam_Morfeld"
"717415782280511488";"Adam_Morfeld"
"719211882305880064";"Adam_Morfeld"
"719976969643757569";"Adam_Morfeld"
"720345915186262020";"Adam_Morfeld"
"725672100661321728";"Adam_Morfeld"
"726085557554675712";"Adam_Morfeld"
"727494869980057600";"Adam_Morfeld"
"727670952100691968";"Adam_Morfeld"
"727670962745806853";"Adam_Morfeld"
"727973795659681792";"Adam_Morfeld"
"729665372131975168";"Adam_Morfeld"
"729797298516004864";"Adam_Morfeld"
"693584286675550209";"AdaptedForCold"
"684398878548996096";"AddictionPolicy"
"684408150552920065";"AddictionPolicy"
"684408874229723136";"AddictionPolicy"
"684412793647398912";"AddictionPolicy"
"712508607527563265";"addycole"
"713126434714169344";"addycole"
"685626845769908224";"addyh"
"684911508547964928";"AdeCB2"
"720290663321894914";"adesmar123"
"687748259331227648";"adlerben"
"692780202535948288";"adlerben"
"704420447492788224";"adlerben"
"694986254002294785";"AdmiralSarcasm"
"684448612550443009";"adndotcom"
"684871978373652480";"adndotcom"
"686694039291166720";"adndotcom"
"687023529536012288";"adndotcom"
"689863417822220289";"adndotcom"
